CONTENT ID;CONTENT TYPE;ENTREZ GENE ID;GENE SYMBOL;SPECIES;EXPERIMENT ID;METHODS
11002;protein;687090;Tprg1l;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11003;protein;29681;C1qbp;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11004;protein;24642;Pgam1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11005;protein;289185;Creg1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11006;protein;260416;Carhsp1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11007;protein;315345;Copz1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11008;protein;297998;Nudt2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11009;protein;65142;Arl2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11010;protein;64187;Arl1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11011;protein;24787;Sod2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11012;protein;100359563;LOC100359563;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11013;protein;24525;Kras;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11014;protein;100363502;LOC100363502;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11015;protein;25309;Cycs;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11016;protein;50655;Aco1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11017;protein;171495;Capn5;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11018;protein;303200;Map2k3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11019;protein;116547;S100a8;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11020;protein;64862;Map1lc3b;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11021;protein;362335;Nup205;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11022;protein;24242;Calm1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11023;protein;24244;Calm3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11024;protein;50663;Calm2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11025;protein;60374;Lmna;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11026;protein;306079;LOC306079;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11027;protein;299052;Aldoart2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11028;protein;291555;Atp8b1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11029;protein;296350;Serinc3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11030;protein;245955;Lgals3bp;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11031;protein;684536;Gba;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11032;protein;313647;Hp1bp3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11033;protein;25498;Npm1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11034;protein;303029;Ranbp17;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11035;protein;24648;Serpina1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11036;protein;25489;Nedd4;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11037;protein;246136;Man2c1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11038;protein;287526;Serpinf1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11039;protein;298514;Rragc;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11040;protein;365466;Cpn1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11041;protein;293508;Prkacb;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11042;protein;362704;Bre;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11043;protein;298066;Erp44;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11044;protein;83712;Rbbp7;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11045;protein;300726;Etfa;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11046;protein;29254;Mgll;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11047;protein;298203;Stoml2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11049;protein;679886;Chmp4bl1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11050;protein;652929;Cd99;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11051;protein;499443;Lims1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11052;protein;298584;Capzb;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11053;protein;360678;Arhgdia;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11054;protein;362293;Dnajb6;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11055;protein;369016;Myadm;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11056;protein;24426;Gstp1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11057;protein;26954;Rheb;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11058;protein;306071;Lcp1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11059;protein;311401;Sppl2a;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11060;protein;65206;Kcnn4;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11061;protein;361137;Tmem192;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11062;protein;499474;Ostm1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11063;protein;81803;Stx4;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11064;protein;64315;Cd151;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11065;protein;362456;Arhgdib;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11066;protein;312728;Tspan9;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11068;protein;100365697;LOC100365697;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11069;protein;29463;Ptp4a1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11070;protein;360776;Lamtor4;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11071;protein;364878;March3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11072;protein;362041;Rpl34;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11073;protein;83534;Tpp1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11074;protein;363675;Stard3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11075;protein;361729;Cyb561a3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11076;protein;311112;Fastkd1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11077;protein;25073;Scarb1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11078;protein;365191;Chmp2a;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11079;protein;291182;Stard3nl;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11080;protein;25287;Acadl;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11081;protein;361532;Sirt2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11082;protein;289668;Lap3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11083;protein;114612;Ddx39b;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11084;protein;25373;Ahsg;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11085;protein;24438;Hist1h1t;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11086;protein;94173;Idh3B;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11087;protein;25035;Cyb5r3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11088;protein;100360522;LOC100360522;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11089;protein;140661;Rplp1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11090;protein;304983;Tagln2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11091;protein;245965;Atp5d;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11092;protein;122799;Rps25;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11093;protein;100360057;LOC100360057;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11094;protein;58976;Slc30a1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11095;protein;297725;Tm7sf3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11096;protein;289353;Slc30a10;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11097;protein;289752;Ewsr1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11098;protein;117533;Gmpr;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11099;protein;83781;Lgals3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11100;protein;362048;Tspan5;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11101;protein;25604;Pcmt1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11102;protein;94266;Rps27;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11104;protein;686066;LOC686066;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11105;protein;252934;Cox5a;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11106;protein;362045;Lamtor3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11107;protein;292755;Nccrp1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11108;protein;297930;Wwp1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11109;protein;292019;Sf3b3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11110;protein;690987;Gys1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11111;protein;361517;Vasp;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11112;protein;170465;Acaa2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11113;protein;114861;Scpep1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11114;protein;83788;Sept9;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11115;protein;310693;Cd5l;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11116;protein;364137;Tmem165;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11117;protein;25514;Lypla1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11118;protein;192269;Sub1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11119;protein;291794;Snrpd1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11120;protein;498340;RGD1561381;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11121;protein;300994;Ifrd2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11122;protein;690163;Oxct1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11123;protein;60660;Ppp2r2b;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11124;protein;63864;Hsd17b10;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11125;protein;89815;Syngr2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11126;protein;300075;Tomm22;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11127;protein;298103;Atp6v1g1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11128;protein;100360558;Rps12l2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11129;protein;100364858;LOC100364858;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11130;protein;140662;Rplp2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11131;protein;362776;Glrx5;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11132;protein;363059;Zw10;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11133;protein;192177;Unc13d;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11134;protein;311120;RGD1565767;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11135;protein;252902;Dync1li1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11136;protein;311857;Gpr107;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11137;protein;84470;Gnpat;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11138;protein;680210;Psca;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11139;protein;64313;Oat;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11140;protein;367901;Btk;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11141;protein;362361;Hnrnpa2b1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11142;protein;303902;Dirc2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11143;protein;29192;Psen1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11144;protein;79130;Dnajc5;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11145;protein;311346;Lrrc57;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11146;protein;29439;Jtb;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11147;protein;89818;Vamp5;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11148;protein;499157;Svip;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11149;protein;361673;Ifitm3;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11150;protein;305131;Lrrc8d;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11151;protein;304690;Serpinb13;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11152;protein;24471;Hspb1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11153;protein;502176;LOC502176;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11154;protein;246046;Lmbrd1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11155;protein;81826;Slc20a1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11156;protein;499539;Lmbrd2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11157;protein;81785;Ssrp1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11158;protein;304325;Tmem184a;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11159;protein;24686;Prnp;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11160;protein;117051;Arfrp1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11161;protein;94198;Psmb1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11162;protein;362699;Yipf4;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11163;protein;360914;Plac8;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11164;protein;300045;Exosc4;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11165;protein;116484;Txn1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11166;protein;364838;Reep5;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11167;protein;24906;LOC24906;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11168;protein;308416;Tomm40;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11169;protein;302526;Atp6ap2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11170;protein;306283;Anxa8;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11171;protein;500054;Pot1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11172;protein;299180;Med6;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11173;protein;303167;Trim58;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11174;protein;303670;Tmem104;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11175;protein;84490;Fen1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11176;protein;316376;Inpp1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11177;protein;117255;Ptpn12;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11178;protein;297393;Nagk;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11179;protein;79116;Apex1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11180;protein;100361269;Snrpa1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11181;protein;100364748;LOC100364748;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11182;protein;171408;Dcxr;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11183;protein;365355;Rras2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11184;protein;367073;Trappc4;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11185;protein;298675;Rer1;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11186;protein;302562;Plp2;Rattus norvegicus;96;Mass spectrometry [Orbitrap]
11187;protein;24440;Hbb;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11188;protein;100134871;LOC100134871;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11189;protein;689064;LOC689064;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11190;protein;361619;Hbb-b1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11191;protein;25632;Hba1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11192;protein;360504;Hba2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11193;protein;81639;Alox15;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11194;protein;291157;Hist1h2bo;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11195;protein;100361076;LOC100361076;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11196;protein;291152;Hist1h4m;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11197;protein;295277;Hist2h4;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11198;protein;500351;RGD1562378;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11199;protein;502913;Hist2h4a;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11200;protein;64627;Hist1h4b;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11201;protein;679840;LOC679840;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11202;protein;679983;Hist1h4a;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11203;protein;680097;LOC680097;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11205;protein;682518;LOC682518;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11206;protein;684621;LOC684621;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11207;protein;684745;LOC684745;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11208;protein;100364555;LOC100364555;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11209;protein;310678;Hist2h3c2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11210;protein;364716;Hist1h3f;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11211;protein;679950;Hist1h3c;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11212;protein;684762;LOC684762;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11213;protein;24468;Hspa8;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11214;protein;58940;H2afz;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11215;protein;24825;Tf;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11216;protein;25745;Myh9l1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11217;protein;24779;Slc4a1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11218;protein;292148;Eif3a;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11219;protein;29565;Eef2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11220;protein;64681;Mvp;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11221;protein;500987;H2afx;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11222;protein;50671;Fasn;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11223;protein;25009;Vars;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11224;protein;499985;RGD1565355;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11225;protein;287167;LOC287167;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11226;protein;363445;Usp9x;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11227;protein;289352;Eprs;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11228;protein;299331;Hsp90aa1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11229;protein;287984;Psmd2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11230;protein;314432;Uba1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11231;protein;24383;Gapdh;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11232;protein;685186;LOC685186;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11233;protein;292023;Aars;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11234;protein;294864;Cct5;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11235;protein;287436;Eif4a1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11236;protein;25741;Pfkl;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11237;protein;81815;Tpp2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11238;protein;171361;Eef1a1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11239;protein;140670;Ap2b1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11240;protein;83806;Psmd1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11241;protein;685232;Atp6v1a;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11242;protein;299809;Cct2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11243;protein;24818;Tcp1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11244;protein;685579;Rrm1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11245;protein;301252;Hsp90ab1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11246;protein;25630;Pkm;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11247;protein;100361457;LOC100361457;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11248;protein;287876;Actg1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11249;protein;25751;Dnm2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11250;protein;25021;Itgam;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11251;protein;116643;Vcp;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11252;protein;293725;Eef1g;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11253;protein;116483;Dars;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11254;protein;24917;Kpnb1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11255;protein;24248;Cat;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11256;protein;171374;Atp5b;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11257;protein;297406;Cct7;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11258;protein;291969;Atp6v0d1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11259;protein;24211;Atp1a1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11260;protein;293267;Hbe1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11261;protein;295230;Cct3;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11262;protein;50567;Slc3a2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11263;protein;117281;Ppp2r1a;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11264;protein;192249;Ehd3;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11265;protein;29677;Psmc3;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11266;protein;81643;Atic;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11267;protein;84509;Ran;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11268;protein;309684;Itgb2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11269;protein;290527;Anxa11;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11270;protein;24366;Fgb;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11271;protein;296554;Tubb4b;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11272;protein;501083;Pdcd6ip;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11273;protein;81827;Psmc5;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11274;protein;25617;Hspa5;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11275;protein;117262;Psmc4;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11276;protein;63868;Hspd1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11277;protein;140669;Abcb6;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11278;protein;296655;Stom;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11279;protein;24377;G6pd;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11280;protein;29302;Itgb3;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11281;protein;293860;Flna;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11282;protein;170824;Steap3;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11283;protein;201097;Hist1h1d;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11284;protein;85252;Xpo1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11285;protein;290868;Qars;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11286;protein;29421;Urod;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11287;protein;291624;Lars;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11288;protein;361390;Abce1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11289;protein;117596;Atp6v1b2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11290;protein;293484;Eif3c;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11291;protein;29374;Cct4;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11292;protein;24651;Pklr;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11293;protein;300105;Ttll12;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11294;protein;288620;Cct6a;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11295;protein;25581;Psmc2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11296;protein;117103;Rab8a;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11297;protein;287191;Rars;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11298;protein;171329;Usp15;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11299;protein;56824;Ifit1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11300;protein;289990;Psmc6;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11301;protein;299872;Eif3e;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11302;protein;24644;Pgk1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11303;protein;289924;Psmd6;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11304;protein;287670;Psmd3;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11305;protein;24206;Apeh;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11306;protein;266688;Rab8b;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11307;protein;361338;Fech;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11308;protein;299851;Mars;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11309;protein;171445;Akr7a2;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11310;protein;25612;Asns;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11311;protein;305679;Vcl;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11312;protein;64516;Vps45;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11313;protein;81754;Rab1a;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11314;protein;291556;Nars;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11315;protein;25380;Anxa1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11316;protein;24333;Eno1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11317;protein;155151;Coro1a;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11318;protein;24367;Fgg;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11319;protein;362202;Epb42;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11320;protein;117263;Psmc1;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
11321;protein;500929;Tuba1b;Rattus norvegicus;97;Mass spectrometry [Orbitrap]
